id,cat.number,cat.age,bw,pure.mixed,breed,pedigree,hair.length,sex,neuter.status,neutering.age,cat.source,council.registered,insured,last.flea.tx,bcs.owner,bcs.owner.fig,bcs.vet,bw.monitoring,feeding.frq,feeding.frq.bi,leftover,frq.dry,frq.canned,frq.wet,frq.homemade,frq.humanfood,frq.snack,fre.major,fre.major.cat,quant.no.rule,quant.vet,quant.package,quant.cat.eats,quant.more.than.cat,quant.cat.bw,quant.cat.bcs,quant.experience,quant.breeder.carer,quant.web,neighbour.food,beg.food,give.in.beg,indoor,yard,street,hunt.old,hunt.new,hunt.bi,prey.bird,prey.l.mammal,prey.s.mammal,prey.insect,prey.lizard.frog,prey,night,rt.cubby.cute,rt.fat.cute,rt.chubby.happy,rt.fat.happy,rt.chubby.dz,rt.fat.dz,rt.chubby.fine,rt.fat.fine,rt.happy.than.fit,rt.chubby.unhealth,rt.fat.unhealth,rt.control.bw,rt.chubby.qol,rt.fat.qol,purpose.for.getting.cat,benefit.human.wp,benefit.human.wop,benefit.aniaml.wp,benefit.aniaml.wop,benefit.pest.wp,benefit.pest.wop,benefit.show.wp,benefit.show.wop,benefit.mental,benefit.none,benefit.other,benefit.sum,frq.patting,frq.play,frq.same.space,time.w.cat,satisfication,closeness,vet.health.check,vet.shot,vet.sick,vet.chronic.ill,vet.deworm.flea,vet.none.ill,vet.boarding,vet.sum,gender,live.in.aus,live.in.aus.bi,urban.rural,state,home.type,age.range,household,education,prof.no.aniaml,prof.vet,prof.ngo,prof.pet,prof.livestocks,prof.wildlife,prof.captive.wild,prof.other,prof.cat,q.source
243,3,5,6,1,Mixed,1,1,1,2,1,shelter,1,1,1,3,3,3,2,4,1,2,2,1,1,3,1,1,home,wet,0,0,0,0,0,1,0,0,0,0,1,2,2,3,3,1,0,6,2,0,0,0,0,1,s,2,-1,-4,-1,-4,1,2,-1,-2,n,-1,-2,-3,-1,-4,companion.h,1,0,0,0,0,0,0,0,0,0,0,0,4,4,4,12,5,5,1,1,1,1,2,2,2,10,1,2,2,2,4,2,4,w.p,1,0,0,0,0,0,0,0,0,0,social.m
244,1,13,NA,1,Mixed,1,1,1,2,1,shelter,1,1,3,5,4,0,2,2,1,2,3,2,3,,,2,dry.wet,dry.wet,0,1,0,1,0,0,0,0,0,0,1,1,1,4,2,1,2,2,2,0,0,0,1,0,s,1,1,0,0,-2,1,2,1,0,n,0,0,0,-1,-4,companion.h,1,0,1,1,0,0,0,0,0,0,0,1,3,3,3,9,5,5,0,0,1,1,0,0,0,2,1,2,2,2,4,1,3,s.ps,1,0,0,0,0,0,0,0,0,0,social.m
245,2,4,4,2,Siamese,1,1,2,2,2,breeder,1,1,2,3,3,3,1,5,2,4,3,1,2,,,1,dry,dry,0,0,0,1,0,0,0,0,0,0,1,1,1,4,2,,1,1,1,0,0,0,0,0,nh,1,-1,-2,-1,-2,1,0,-1,-2,n,0,-2,-1.5,-1,-2,companion.h,1,0,1,1,0,0,0,0,0,0,0,1,3,3,4,10,5,5,1,0,2,0,0,0,0,3,1,2,2,1,5,3,4,c.wo.d.c,3,0,0,0,0,0,0,0,0,0,survey.m
246,1,6,8,1,Mixed,1,1,2,2,1,vet,1,1,4,4,4,4,3,3,1,1,3,2,1,1,1,1,dry,dry,0,1,0,0,0,0,0,0,0,0,1,3,2,4,2,1,3,3,2,0,0,0,1,0,s,1,1,2,0,0,1,2,1,-2,n,-1,-2,-3,-1,-2,companion.h,1,0,0,0,0,0,0,0,0,1,0,0,4,4,4,12,5,5,0,0,1,2,0,0,0,3,1,2,2,2,4,1,1,c.wo.d.c,2,1,1,0,0,0,0,0,0,1,social.m
247,1,2,4,1,Mixed,1,2,2,2,2,shelter,2,2,0,4,4,4,3,2,1,2,2,3,3,1,1,2,can.wet,wet,0,1,1,0,0,0,0,0,0,0,1,2,2,4,1,1,1,1,1,0,0,0,0,0,nh,1,0,-4,-2,-4,0,0,-2,-4,d,-1,-2,-1.5,-2,-4,companion.h,1,0,0,0,1,1,0,0,0,0,0,1,4,3,4,11,5,5,1,0,0,0,0,2,0,3,1,2,2,2,4,3,1,w.p,3,0,0,0,0,0,0,0,0,0,social.m
248,2,3,4,1,Mixed,1,2,2,2,0,shelter,1,1,1,3,3,0,1,2,1,1,4,1,1,1,1,1,dry,dry,0,0,0,0,0,0,1,0,0,0,2,3,2,3,3,0,2,2,2,0,1,1,1,1,ls,4,1,2,1,-2,0,-2,0,-2,d,0,-2,-1.5,-1,-2,companion.h,1,0,1,1,1,1,0,0,0,0,0,2,3,3,3,9,5,5,0,2,1,0,0,0,0,3,1,2,2,2,4,3,3,c.wo.d.c,3,0,0,0,0,0,0,0,0,0,social.m
249,1,11,NA,1,Mixed,1,3,1,2,0,petshop,2,1,3,3,0,3,1,5,2,3,2,3,3,1,1,1,can.wet,wet,0,0,0,1,0,0,0,0,0,0,1,2,2,3,3,1,2,2,2,0,0,0,1,0,s,5,-2,-4,-2,-4,0,0,-2,-2,n,0,-2,-1.5,-2,0,companion.h,1,0,0,0,0,0,0,0,0,0,0,0,3,2,3,8,4,3,2,0,1,0,0,0,0,3,2,2,2,2,4,3,2,w.p,5,0,0,0,0,0,0,0,0,0,friend
250,4,8,4,2,Devon Rex,1,1,1,2,1,breeder,1,1,2,4,3,0,1,2,1,2,2,3,2,2,1,2,can,wet,0,0,0,0,1,0,0,0,0,0,1,2,2,3,2,1,1,1,1,0,0,0,0,0,nh,1,-2,-4,-2,-4,0,0,-1,-4,d,0,0,0,-2,-4,companion.h,1,0,1,1,0,0,0,0,0,0,0,1,4,4,4,12,5,5,2,0,1,0,0,0,0,3,1,1,1,,,3,3,s.ps,8,0,0,0,0,0,0,0,0,0,social.m
251,5,6,3.5,2,Siamese,1,1,1,2,3,breeder,1,1,0,3,2,3,2,1,1,1,3,2,1,1,2,2,dry,dry,0,0,0,0,0,1,0,0,0,0,1,2,2,4,1,1,1,1,1,0,0,0,0,0,nh,1,0,0,-1,0,0,0,-1,-2,n,0,-2,-1.5,0,0,no.specic,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,10,5,5,1,1,1,1,2,2,2,10,1,2,2,2,5,3,5,c.wo.d.c,1,0,0,0,0,0,0,0,0,0,social.m
252,1,10,8,2,Oriental,1,1,2,2,2,breeder,2,1,1,3,3,3,2,2,1,3,2,2,,3,,,home,wet,0,0,0,1,0,0,0,0,0,0,1,2,4,4,1,1,1,1,1,0,0,0,0,0,nh,1,-1,-2,-1,-2,-1,-2,-1,-2,a,-1,-2,,-1,-2,companion.h,1,0,0,0,0,0,0,0,0,0,0,0,4,3,3,10,5,5,1,0,2,0,0,0,0,3,1,2,2,1,1,3,5,c.wo.d.c,2,0,0,0,0,0,0,0,0,0,social.m
253,3,3,4,1,Mixed,1,3,1,2,2,friend,1,1,1,3,2,3,2,1,1,1,3,1,1,2,1,1,dry,dry,0,1,0,1,0,0,0,0,0,0,1,3,2,4,2,1,3,3,2,0,0,0,1,0,s,1,1,2,-1,-2,-1,-2,-1,-4,d,-1,-4,-1.5,-2,-2,companion.h,1,0,1,1,1,1,0,0,0,0,0,2,3,3,4,10,5,5,2,1,0,0,0,0,0,3,1,2,2,2,4,3,3,c.wo.d.c,3,0,0,0,0,0,0,0,0,0,social.m
254,1,10,4.5,2,Siamese,1,1,2,2,0,other,2,1,1,3,2,0,1,2,1,3,3,1,3,1,2,1,dry.wet,dry.wet,1,0,0,0,0,0,0,0,0,0,1,2,2,3,2,,1,1,1,0,0,0,0,0,nh,1,0,-2,-1,-2,2,4,-1,-4,sd,1,-2,-1.5,-2,-4,companion.h,1,0,0,0,0,0,0,0,0,0,0,0,3,2,2,7,5,5,2,1,0,0,0,0,0,3,1,2,2,2,1,3,4,c.wo.d.c,2,0,0,0,0,0,0,0,0,0,social.m
255,1,6,6,2,Siamese,1,1,2,2,0,shelter,1,1,2,3,2,3,2,3,1,1,2,3,1,1,1,1,can,wet,1,0,0,0,0,0,0,0,0,0,1,2,4,4,3,1,1,1,1,0,0,0,0,0,nh,1,1,2,-1,-2,0,0,-1,-2,d,-1,0,-1.5,-1,-2,companion.h,1,0,1,1,0,0,0,0,0,0,0,1,4,3,4,11,5,5,0,1,2,0,0,0,0,3,1,2,2,2,4,1,2,c.wo.d.c,5,0,0,0,0,0,0,0,0,0,social.m
256,4,5,3.5,2,Oriental,2,1,1,2,5,mycat,2,1,0,3,3,0,1,2,1,2,2,2,2,1,1,1,pan,pan,0,0,0,0,0,0,1,0,0,0,1,1,1,4,1,1,1,1,1,0,0,0,0,0,nh,1,-2,-2,-2,-4,0,0,-1,-4,n,-2,-4,-1.5,-2,-4,companion.h,1,0,1,1,0,0,1,1,0,0,0,2,3,3,3,9,5,4,0,1,2,0,0,0,0,3,1,2,2,1,5,3,5,c.wo.d.c,1,0,0,0,0,0,0,0,0,0,cat.show.web
257,2,13,3,1,Mixed,1,1,1,2,1,friend,2,2,0,3,1,3,4,2,1,1,,3,3,,1,3,can.wet,wet,0,1,0,0,0,0,0,0,0,0,1,3,2,4,1,1,5,5,2,1,0,0,0,0,l,1,1,2,0,-4,-1,-4,-2,2,sd,,-4,3,0,2,companion.h,1,0,0,0,0,0,0,0,0,0,0,0,4,4,4,12,5,5,0,2,1,0,0,0,0,3,1,2,2,2,3,3,4,s.ps,1,0,0,0,0,0,0,0,0,0,survey.m
258,1,5,4.4,1,Mixed,1,1,2,2,3,street,2,1,2,3,4,3,2,2,1,3,3,2,1,1,1,1,dry,dry,0,0,1,0,0,0,0,0,0,0,1,2,2,2,4,2,4,4,2,0,0,1,0,0,s,5,1,0,-1,-2,-1,-2,-1,-2,n,-1,0,-1.5,-1,-2,rescue,1,1,0,0,1,1,0,0,0,0,0,2,3,2,4,9,4,4,2,1,0,0,0,0,0,3,1,2,2,2,1,2,3,c.w.d.c,3,0,0,0,0,0,0,0,0,0,usyd
259,1,8,8,1,Mixed,1,2,1,2,1,vet,1,2,1,4,5,4,3,2,1,2,3,1,1,1,2,2,dry,dry,0,0,0,0,1,0,0,0,0,0,1,3,2,3,2,1,2,2,2,0,0,0,1,0,s,2,1,2,0,-2,-1,-2,0,-2,a,0,-2,-1.5,-1,0,companion.h,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,9,5,5,0,1,2,0,0,0,0,3,1,2,2,2,4,3,4,c.wo.d.c,3,0,0,0,0,0,0,0,0,0,NGO
260,2,3,6,1,Mixed,1,3,1,2,2,shelter,2,1,1,4,4,0,1,2,1,2,3,2,2,1,2,1,dry,dry,0,0,0,0,0,0,0,1,0,0,2,2,2,2,3,3,2,2,2,0,0,0,1,0,s,5,-1,-2,-1,-2,0,2,0,-2,a,0,0,0,0,-2,companion.h,1,0,1,1,0,0,0,0,0,0,0,1,3,3,3,9,5,5,0,2,1,0,0,0,0,3,1,2,2,2,4,3,2,c.w.d.c,3,0,0,0,0,0,0,0,0,0,social.m
261,2,1,NA,2,Siamese,2,1,1,2,3,breeder,1,1,0,3,3,3,2,3,1,3,3,,2,,,,dry,dry,0,0,0,1,0,0,0,0,0,0,1,1,4,4,,,1,1,1,0,0,0,0,0,nh,1,-2,-4,-2,-4,2,4,-2,-4,sd,-2,-4,-3,-2,-4,companion.h,1,0,0,0,0,0,0,0,0,0,0,0,4,4,4,12,5,5,0,2,1,0,0,0,0,3,1,2,2,,,1,5,p.w.i.c,3,0,0,0,0,0,0,0,0,0,ACF
262,1,1,5,1,Mixed,1,3,2,2,2,breeder,1,1,2,2,0,0,1,1,1,2,3,2,2,1,2,2,dry,dry,1,0,1,1,0,0,0,0,0,0,1,3,2,4,,,1,1,1,0,0,0,0,0,nh,1,1,2,1,2,1,2,1,-2,a,1,2,-1.5,0,0,companion.h,1,0,1,1,0,0,0,0,0,0,0,1,4,4,4,12,4,2,1,1,1,2,2,1,2,10,1,2,2,2,1,3,2,w.p,5,0,0,0,0,0,0,0,0,0,social.m
263,8,2,4,2,Oriental,2,1,2,2,1,breeder,2,2,2,3,0,3,3,5,2,1,2,2,2,2,1,2,pan,pan,0,0,1,0,0,0,0,0,0,0,1,1,1,4,1,1,1,1,1,0,0,0,0,0,nh,1,-2,-4,-2,-4,1,-2,-2,-4,a,-2,-4,-3,-2,-4,companion.h,1,0,1,1,0,0,1,1,0,0,0,2,3,2,3,8,5,5,0,1,1,0,0,0,0,2,1,2,2,2,6,3,4,s.ps,3,0,0,0,0,0,0,0,0,0,social.m
264,1,2,2,1,Mixed,1,2,1,1,,friend,1,1,0,3,3,0,1,1,1,2,3,1,3,2,2,2,dry.wet,dry.wet,0,0,1,0,0,0,0,0,0,0,1,1,,4,2,1,2,2,2,0,0,0,1,0,s,1,0,0,0,0,0,0,0,-2,n,1,2,-1.5,-1,0,companion.h,1,0,0,0,0,0,0,0,0,1,0,0,3,3,3,9,4,5,0,1,2,0,0,0,0,3,1,2,2,1,4,3,2,c.w.d.c,2,0,0,0,0,0,0,0,0,0,social.m
265,1,3,3,2,Siberian,2,3,1,2,4,breeder,1,1,1,3,3,3,3,1,1,2,2,3,3,1,1,2,can.wet,wet,0,0,1,1,0,0,1,0,0,0,1,2,1,4,1,1,1,1,1,0,0,0,0,0,nh,1,-2,-4,-2,-4,-2,-4,-2,-4,sd,0,-2,-3,-2,-4,companion.h,1,0,1,1,0,0,0,0,0,0,0,1,3,3,3,9,5,5,2,0,1,0,0,0,0,3,1,2,2,2,3,1,1,s.h,3,1,1,0,0,0,0,0,0,1,social.m
266,2,10,6.5,1,Mixed,1,1,2,2,3,shelter,2,1,5,4,4,4,3,3,1,2,4,,,,,,dry,dry,0,1,1,0,0,1,1,0,0,0,1,2,1,4,1,1,3,3,2,0,0,0,1,1,s,1,1,2,-2,-4,0,-2,-1,-4,d,-1,-4,-3,-1,-2,companion.h,1,0,1,1,1,1,0,0,0,0,0,2,4,2,4,10,5,5,2,0,1,0,0,0,0,3,1,2,2,2,4,1,2,c.wo.d.c,2,0,0,0,0,0,0,0,0,0,social.m
267,4,2,4,2,Siamese,2,1,2,2,2,breeder,2,2,1,3,2,2,2,4,1,1,2,2,3,1,1,2,wet,wet,0,0,0,0,0,0,1,0,0,0,1,2,2,4,1,1,1,1,1,0,0,0,0,0,nh,1,-2,-4,-2,-2,-1,-2,-1,-4,d,-1,-2,-1.5,-1,-4,show.cat,1,1,1,1,0,0,1,0,0,0,0,2,4,3,4,11,5,5,0,2,1,0,0,0,0,3,1,2,2,2,6,3,5,c.w.d.c,5,1,0,0,0,0,0,0,1,0,social.m
268,1,16,20,1,Mixed,1,1,1,2,5,friend,1,1,0,3,3,3,1,3,1,3,3,3,2,2,2,2,dry.can,dry.wet,0,0,0,0,1,0,0,0,0,0,1,1,4,3,3,1,2,2,2,1,0,0,1,0,ls,1,1,2,1,2,0,0,1,2,a,1,2,-1.5,1,2,companion.h,1,0,0,0,0,0,0,0,0,0,0,0,4,4,4,12,5,5,0,0,1,2,0,0,0,3,1,1,1,,,3,3,w.p,1,0,0,0,0,0,0,0,0,0,survey.m
269,3,11,5,2,Siamese,2,1,1,2,2,breeder,2,1,4,3,3,3,3,3,1,1,1,1,1,3,,2,home,wet,0,0,0,0,0,0,1,0,0,0,1,1,1,4,2,1,1,1,1,0,0,0,0,0,nh,1,-1,0,-1,-2,-1,-2,-1,0,n,0,-2,-1.5,-1,-2,companion.h,1,0,0,0,0,0,0,0,0,0,0,0,4,4,3,11,5,5,2,1,1,2,2,2,2,12,1,2,2,2,1,3,5,c.wo.d.c,1,0,0,0,0,0,0,0,0,0,social.m
270,4,8,5,1,Mixed,1,3,2,2,1,shelter,2,1,5,3,3,3,2,2,1,1,1,3,2,1,2,1,can,wet,1,0,0,0,0,0,0,0,0,0,1,2,2,4,2,1,1,6,2,0,0,0,1,0,s,1,0,0,-1,-2,0,0,0,-2,d,1,-2,-1.5,0,-2,companion.h,1,0,1,1,1,1,0,0,1,0,0,3,3,3,4,10,5,5,1,1,1,2,2,2,2,11,1,2,2,2,4,3,2,s.h,2,1,0,0,1,0,1,1,0,1,RSPCA
271,21,11,4,2,Oriental,2,1,1,2,3,breeder,1,1,3,4,3,0,2,5,2,4,4,2,2,1,1,1,dry,dry,1,0,0,0,0,0,0,0,0,0,1,1,1,4,1,1,1,1,1,0,0,0,0,0,nh,1,-1,0,-1,-2,-1,-2,0,0,d,-1,-2,-3,-1,0,show.cat,1,1,0,0,0,0,1,0,1,0,0,2,3,3,3,9,4,5,0,1,2,0,0,0,0,3,1,2,2,1,1,3,3,c.wo.d.c,3,1,1,0,0,0,0,0,0,1,social.m
272,3,12,6.5,2,Burmese,2,1,2,2,2,breeder,1,1,3,4,4,4,1,5,2,4,3,2,,,2,2,dry,dry,1,0,0,0,0,0,0,0,0,0,1,2,2,4,2,1,1,1,1,0,0,0,0,0,nh,1,0,0,-1,-2,0,0,0,-2,d,1,2,0,-1,-2,companion.h,1,0,1,1,0,0,0,0,0,0,0,1,3,3,4,10,5,5,0,1,2,0,0,0,0,3,1,2,2,1,3,3,4,c.wo.d.c,3,0,0,0,0,0,0,0,0,0,social.m
273,2,1,4.5,2,Siamese,1,1,2,2,2,web,1,2,1,2,1,0,1,5,2,1,2,1,3,1,1,1,wet,wet,0,0,0,0,0,0,0,0,0,0,1,4,3,4,1,1,1,6,2,0,0,0,1,0,s,1,1,2,0,0,1,2,0,0,a,1,2,-1.5,-1,0,companion.h,1,0,1,1,0,0,0,0,0,0,0,1,4,3,4,11,5,5,2,0,1,0,0,0,0,3,1,2,2,2,1,3,4,c.w.d.c,3,0,0,0,0,0,0,0,0,0,social.m
274,1,3,2,2,Siamese,1,1,2,2,4,shelter,1,1,1,3,3,3,4,1,1,2,3,1,2,2,1,1,dry,dry,0,0,0,0,0,1,1,0,0,1,1,3,1,3,3,1,1,1,1,0,0,0,0,0,nh,1,-2,-4,-2,-2,-1,-4,-1,-4,d,-2,-4,-3,-2,-4,companion.h,1,0,1,1,0,0,0,0,0,0,0,1,3,2,2,7,4,4,1,2,1,1,2,2,2,11,1,2,2,2,1,3,2,s.h,3,0,0,0,0,0,0,0,0,0,social.m
275,1,10,5,2,Oriental,2,1,2,2,2,breeder,2,1,0,3,2,3,2,2,1,2,2,2,3,1,1,2,wet,wet,0,0,0,1,0,0,0,0,0,0,1,1,1,4,1,1,1,1,1,0,0,0,0,0,nh,1,-1,-2,-1,-2,0,0,-1,-2,d,-1,-2,-1.5,-1,-2,companion.h,1,0,1,1,0,0,0,0,0,0,0,1,3,2,3,8,5,5,2,1,0,0,0,0,0,3,1,2,2,1,1,3,5,s.ps,1,0,0,0,0,0,0,0,0,0,social.m
276,5,3,3,2,Tonkinese,2,1,1,1,,breeder,2,1,1,3,3,3,1,3,1,3,2,2,3,2,2,1,wet,wet,1,0,0,0,0,0,0,0,0,0,1,1,1,3,3,1,3,3,2,0,0,0,1,0,s,4,-2,-2,-2,-4,1,2,-1,-2,d,-1,-2,-1.5,-2,-4,commercial,1,1,1,1,0,0,0,0,0,0,0,2,3,3,3,9,4,5,1,2,0,0,0,0,0,3,1,2,2,2,4,3,3,s.ps,5,0,0,0,0,0,0,0,0,0,social.m
277,5,6,NA,1,Mixed,1,3,2,2,3,street,1,1,1,4,5,4,2,2,1,2,2,2,1,1,2,1,pan,pan,0,0,1,0,0,0,0,0,0,0,1,2,2,4,1,1,1,1,1,0,0,0,0,0,nh,1,1,2,0,0,0,2,1,-2,d,1,2,-1.5,0,0,companion.h,1,0,1,1,0,0,0,0,0,0,0,1,4,3,3,10,5,5,0,0,2,1,0,0,0,3,1,2,2,2,4,3,3,p.w.d.c,2,1,0,1,0,0,0,0,0,1,social.m
278,8,0.75,3,1,Mixed,1,1,1,2,1,shelter,2,1,1,3,3,3,3,2,1,3,3,2,2,3,1,1,dry.home,dry.wet,1,0,0,0,0,0,1,0,0,0,1,1,1,4,2,1,1,1,1,0,0,0,0,0,nh,1,-1,0,0,-2,-1,-4,-1,-2,d,-1,-2,-1.5,-1,-4,companion.h,1,0,0,0,0,0,0,0,0,0,0,0,4,3,3,10,5,5,0,1,2,0,0,0,0,3,1,2,2,2,1,3,5,c.wo.d.c,1,0,0,0,0,0,0,0,0,0,social.m
279,6,3,4.1,1,Mixed,1,1,2,1,,breeder,2,1,1,3,0,3,2,2,1,2,3,3,2,1,1,1,dry.can,dry.wet,1,0,0,0,0,0,0,0,0,0,1,1,1,1,4,,1,1,1,0,0,0,0,0,nh,,0,-4,0,-4,0,0,0,-2,d,0,0,-1.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,
280,1,13,2.5,2,Persian,1,3,1,2,4,friend,1,1,1,3,3,0,2,5,2,4,3,2,3,,1,1,dry.wet,dry.wet,0,1,0,0,0,0,0,0,0,0,1,4,3,4,3,1,1,1,1,0,0,0,0,0,nh,1,2,4,0,0,-1,-2,1,2,n,-1,-2,-1.5,0,0,rescue,1,1,1,1,0,0,0,0,0,0,0,2,4,3,4,11,5,5,0,0,2,1,0,0,0,3,1,2,2,2,4,3,3,w.p,7,0,0,0,0,0,0,0,0,0,social.m
281,6,17,6,1,Mixed,1,2,1,2,2,friend,1,1,1,4,4,4,4,5,2,4,3,3,,,,,dry.can,dry.wet,1,0,0,0,0,0,0,0,0,0,1,2,3,4,,,1,1,1,0,0,0,0,0,nh,1,0,-2,-1,-4,-1,-4,0,-2,d,1,-4,-3,-1,-2,companion.h,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,9,5,5,2,1,1,0,0,0,0,4,1,2,2,1,4,,5,s.h,2,1,1,0,1,0,0,0,0,1,social.m
282,2,1,5.5,1,Mixed,1,1,1,2,1,shelter,2,1,1,4,4,4,3,3,1,2,3,2,2,1,1,2,dry,dry,0,1,1,0,0,1,0,0,0,0,1,2,2,4,1,1,1,1,1,0,0,0,0,0,nh,1,1,2,-1,-4,0,-2,-1,-4,d,-1,-2,-3,-1,-2,companion.h,1,0,0,0,1,1,0,0,0,0,0,1,4,4,4,12,5,5,1,1,2,2,2,2,2,12,1,1,1,,,1,2,s.ps,3,0,0,0,0,0,0,0,0,0,social.m
283,2,2,6.9,1,Mixed,1,2,2,2,2,shelter,2,2,2,4,4,4,3,2,1,2,4,,,,,2,dry,dry,0,0,1,0,0,0,0,0,0,0,1,2,2,4,2,1,1,6,2,0,0,0,1,0,s,1,0,0,1,0,1,0,0,,n,1,2,-1.5,0,0,companion.h,1,0,1,1,0,0,0,0,0,0,0,1,3,2,4,9,5,5,1,1,1,0,0,0,0,3,2,2,2,2,1,2,2,c.wo.d.c,3,0,0,0,0,0,0,0,0,0,social.m
284,2,2,7,1,Mixed,1,1,2,2,2,shelter,1,2,3,4,4,4,3,2,1,1,4,1,1,1,1,2,dry,dry,1,0,0,0,0,0,0,0,0,0,1,2,1,3,2,1,3,3,2,0,0,0,1,1,s,1,1,-2,-1,-2,2,0,-1,-4,d,1,-2,-1.5,1,-2,companion.h,1,0,1,1,1,1,0,0,0,0,0,2,3,2,3,8,5,5,0,2,1,0,0,0,0,3,2,2,2,2,1,2,2,p.w.d.c,3,0,0,0,0,0,0,0,0,0,social.m
285,1,11,8,1,Mixed,1,3,2,2,2,ad,1,1,1,3,3,0,3,2,1,2,3,2,3,1,2,2,dry.wet,dry.wet,0,0,1,0,0,0,0,0,0,0,4,2,2,3,3,2,4,4,2,0,0,1,0,0,s,5,0,0,0,2,0,0,0,0,a,-1,0,-1.5,0,0,companion.h,1,0,0,0,1,1,0,0,0,0,0,1,3,3,3,9,5,5,1,1,1,1,2,2,2,10,1,2,2,1,4,3,2,c.wo.d.c,2,0,0,0,0,0,0,0,0,0,social.m
286,3,3,4.5,,Domestic Shorthair,2,1,1,2,4,web,2,1,1,3,0,3,4,2,1,1,3,2,1,2,2,2,dry,dry,0,0,0,0,0,0,0,1,0,0,1,2,2,4,1,1,1,1,1,0,0,0,0,0,nh,1,0,0,0,0,0,0,1,0,a,1,2,-1.5,0,0,companion.h,1,0,1,1,1,1,0,0,0,0,0,2,3,3,3,9,5,5,1,2,1,1,2,2,2,11,1,2,2,1,1,1,2,s.ps,1,0,0,0,0,0,0,0,0,0,social.m
287,2,6,4.5,2,Siamese,2,1,1,2,2,breeder,2,1,1,4,3,3,2,2,1,2,2,3,1,,1,2,can,wet,0,0,0,1,0,0,0,0,0,0,1,2,2,3,2,1,1,1,1,0,0,0,0,0,nh,1,,-2,-1,-4,-1,-4,-1,-4,n,-1,-4,-3,-2,-4,companion.h,1,0,0,0,0,0,0,0,0,0,0,0,3,2,3,8,5,5,1,2,0,0,0,0,0,3,2,2,2,1,1,3,5,c.wo.d.c,3,0,0,0,0,0,0,0,0,0,social.m
288,5,5,4,2,Domestic Shorthair,1,1,2,2,4,mycat,1,1,0,3,4,3,1,4,1,2,2,2,2,4,2,1,home,wet,1,0,0,0,0,0,0,0,0,0,1,2,4,4,2,2,2,2,2,0,0,0,1,0,s,2,1,2,1,0,0,0,0,-2,a,-1,0,-1.5,0,-2,companion.h,1,0,0,0,0,0,0,0,0,0,0,0,3,2,4,9,4,4,2,1,1,2,2,2,1,11,1,1,1,,,3,2,w.p,3,0,0,0,0,0,0,0,0,0,social.m
289,3,4,7,1,Mixed,1,2,2,2,1,shelter,2,1,1,3,2,3,2,2,1,2,2,3,,,,,can,wet,0,0,1,0,0,0,0,0,0,0,1,2,2,3,3,1,1,1,1,0,0,0,0,0,nh,1,0,-2,0,0,0,-2,-1,-2,n,1,2,-3,0,-2,companion.h,1,0,1,1,0,0,0,0,0,0,0,1,3,2,3,8,5,5,0,1,2,0,0,0,0,3,1,2,2,1,1,3,5,c.w.d.c,1,0,0,0,0,0,0,0,0,0,social.m
290,7,15,3.5,2,Siamese,1,1,1,2,5,mycat,2,1,0,2,3,2,2,5,2,1,2,3,2,2,1,1,can,wet,0,0,0,0,0,0,1,0,0,0,1,1,,4,1,1,1,1,1,0,0,0,0,0,nh,1,0,0,-1,-2,1,4,0,-2,a,1,0,-1.5,0,0,show.cat,1,1,0,0,0,0,1,0,0,0,0,1,3,3,3,9,4,4,2,2,1,1,2,2,2,12,1,,,2,3,3,6,c.wo.d.c,3,0,0,0,0,0,0,0,0,0,social.m
291,4,11,6.8,1,Mixed,1,1,2,2,2,vet,1,1,3,3,2,3,2,5,2,2,3,2,2,1,2,2,dry,dry,0,1,0,0,0,0,0,0,0,0,1,2,3,4,,,1,1,1,0,0,0,0,0,nh,1,0,0,0,0,2,4,0,-2,n,0,0,-1.5,-1,0,companion.h,1,0,1,1,0,0,0,0,0,0,0,1,3,3,3,9,5,5,2,1,0,0,0,0,0,3,2,2,2,2,3,3,4,c.w.d.c,1,0,0,0,0,0,0,0,0,0,social.m
292,2,3,5,2,Australian Mist,1,1,1,2,1,breeder,1,1,5,4,3,4,3,2,1,1,3,1,2,1,2,1,dry,dry,0,1,0,0,0,0,1,0,0,0,1,2,2,4,2,1,1,6,2,0,0,0,1,0,s,1,1,-2,-1,-2,0,-2,-1,-4,d,-1,0,-3,1,-2,companion.h,1,0,1,1,0,0,0,0,0,0,0,1,3,2,3,8,5,5,1,2,0,0,0,0,0,3,1,2,2,2,4,3,1,c.wo.d.c,2,1,1,0,1,0,0,0,0,1,NGO
293,10,5,3,2,Russian Blue,1,1,2,1,,breeder,2,1,3,3,3,3,1,1,1,1,3,1,1,2,1,1,dry,dry,0,0,0,0,0,1,0,0,0,0,1,1,1,4,1,1,1,1,1,0,0,0,0,0,nh,1,-2,-4,-2,-4,-1,-2,-2,-4,a,1,2,-1.5,-2,-4,show.cat,1,1,0,0,0,0,1,0,1,0,0,2,3,3,3,9,5,5,0,1,2,0,0,0,0,3,1,2,2,1,3,3,5,s.h,3,0,0,0,0,0,0,0,0,0,survey.m
