id,cat.number,cat.age,bw,pure.mixed,breed,pedigree,hair.length,sex,neuter.status,neutering.age,cat.source,council.registered,insured,last.flea.tx,bcs.owner,bcs.owner.fig,bcs.vet,bw.monitoring,feeding.frq,feeding.frq.bi,leftover,frq.dry,frq.canned,frq.wet,frq.homemade,frq.humanfood,frq.snack,fre.major,fre.major.cat,quant.no.rule,quant.vet,quant.package,quant.cat.eats,quant.more.than.cat,quant.cat.bw,quant.cat.bcs,quant.experience,quant.breeder.carer,quant.web,neighbour.food,beg.food,give.in.beg,indoor,yard,street,hunt.old,hunt.new,hunt.bi,prey.bird,prey.l.mammal,prey.s.mammal,prey.insect,prey.lizard.frog,prey,night,rt.cubby.cute,rt.fat.cute,rt.chubby.happy,rt.fat.happy,rt.chubby.dz,rt.fat.dz,rt.chubby.fine,rt.fat.fine,rt.happy.than.fit,rt.chubby.unhealth,rt.fat.unhealth,rt.control.bw,rt.chubby.qol,rt.fat.qol,purpose.for.getting.cat,benefit.human.wp,benefit.human.wop,benefit.aniaml.wp,benefit.aniaml.wop,benefit.pest.wp,benefit.pest.wop,benefit.show.wp,benefit.show.wop,benefit.mental,benefit.none,benefit.other,benefit.sum,frq.patting,frq.play,frq.same.space,time.w.cat,satisfication,closeness,vet.health.check,vet.shot,vet.sick,vet.chronic.ill,vet.deworm.flea,vet.none.ill,vet.boarding,vet.sum,gender,live.in.aus,live.in.aus.bi,urban.rural,state,home.type,age.range,household,education,prof.no.aniaml,prof.vet,prof.ngo,prof.pet,prof.livestocks,prof.wildlife,prof.captive.wild,prof.other,prof.cat,q.source
1076,1,8,5,1,Mixed,1,1,1,2,2,vet,1,1,2,3,4,3,1,1,1,1,3,2,2,1,1,2,dry,dry,0,0,0,1,0,0,0,0,0,0,1,2,1,4,1,1,1,1,1,0,0,0,0,0,nh,1,2,2,1,2,1,2,1,0,a,1,2,0,0,0,companion.h,1,0,0,0,0,0,0,0,0,1,0,0,3,3,3,9,5,4,0,1,0,0,0,2,0,3,1,2,2,,,1,2,c.wo.d.c,2,0,0,0,0,0,0,0,0,0,RSPCA
1077,1,3,3.5,2,Russian Blue,1,1,2,2,0,breeder,1,1,3,3,3,0,1,1,1,1,4,1,1,1,2,2,dry,dry,0,0,1,0,0,0,0,0,0,0,1,2,2,4,1,1,1,1,1,0,0,0,0,0,nh,1,-1,-2,-1,-2,-1,-2,-1,-4,d,-1,-2,-1.5,-1,-4,companion.h,1,0,1,1,1,1,0,0,0,0,0,2,4,3,4,11,5,5,0,1,2,0,0,0,0,3,1,2,2,1,4,3,1,s.ps,1,0,0,0,0,0,0,0,0,0,RSPCA
1078,5,2,7,1,Mixed,1,2,2,2,2,shelter,2,1,0,3,3,0,1,3,1,2,2,3,2,1,2,3,can,wet,0,0,0,0,1,0,0,0,0,0,1,3,4,4,1,1,1,1,1,0,0,0,0,0,nh,1,0,0,0,0,0,0,0,0,n,0,0,-1.5,0,0,no.specic,1,1,1,1,0,0,0,0,0,0,0,2,3,3,3,9,5,4,2,0,1,0,0,0,0,3,2,2,2,1,1,3,1,w.p,1,1,0,0,0,0,0,1,0,0,social.m
1079,2,7,4,1,Mixed,1,1,1,2,2,ad,2,1,1,3,4,3,2,2,1,1,3,2,2,1,1,2,dry,dry,0,0,1,0,0,1,0,0,0,0,1,2,2,4,3,1,3,3,2,1,0,1,1,0,ls,1,0,0,0,0,0,0,1,2,n,2,4,0,0,0,companion.h,1,0,1,1,1,1,0,0,0,0,0,2,4,4,4,12,5,5,0,0,1,0,2,0,0,3,1,2,2,1,1,1,2,c.wo.d.c,2,0,0,0,0,0,0,0,0,0,social.m
1080,1,0.75,5,1,Mixed,1,1,1,2,2,shelter,2,1,1,3,3,0,2,3,1,2,3,2,2,1,1,1,dry,dry,1,0,0,1,0,0,0,0,0,0,1,2,2,4,3,1,5,5,2,1,0,0,1,0,ls,2,0,0,-1,-2,-1,-4,-1,-2,a,-1,-2,-1.5,-1,-2,companion.h,1,0,0,0,0,0,0,0,0,0,0,0,4,4,4,12,3,3,2,1,1,1,2,2,2,11,1,2,2,2,1,3,1,w.p,3,0,0,0,0,0,0,0,0,0,RSPCA
1081,1,2,2,1,Mixed,1,1,1,2,4,shelter,1,1,3,3,3,3,1,2,1,2,3,1,3,1,2,2,dry.wet,dry.wet,0,0,1,1,0,1,0,0,0,0,2,2,2,3,3,2,2,2,2,0,0,0,1,1,s,2,-1,-2,-1,-2,1,2,-1,-2,n,-1,0,-1.5,-1,-2,companion.h,1,0,0,0,0,0,0,0,0,0,0,0,4,3,4,11,5,5,2,0,1,0,0,0,0,3,1,2,2,2,3,3,1,s.h,5,0,0,0,0,0,0,0,0,0,social.m
1082,1,4,5,2,Domestic Shorthair,1,1,1,2,1,shelter,2,1,2,3,3,3,2,2,1,2,3,1,1,3,1,1,dry,dry,0,0,0,1,0,0,0,0,0,0,1,2,2,4,1,1,1,6,2,0,0,0,1,0,s,1,1,2,1,2,-1,-2,0,-2,a,-1,-2,-1.5,-1,-2,companion.h,1,0,0,0,0,0,0,0,0,0,0,0,4,2,4,10,5,5,1,2,0,0,0,0,0,3,1,2,2,2,1,3,1,w.p,3,0,0,0,0,0,0,0,0,0,social.m
1083,1,0.75,4,1,Mixed,1,1,1,2,2,shelter,2,1,2,3,3,2,2,5,2,1,3,2,1,1,1,2,dry,dry,0,1,0,1,0,0,0,0,0,0,1,3,2,4,2,1,1,1,1,0,0,0,0,0,nh,1,0,0,-2,-4,2,4,-1,-2,n,0,-2,-1.5,-2,-4,companion.h,1,0,1,1,0,0,0,0,0,0,0,1,3,3,4,10,5,5,1,0,2,0,0,0,0,3,1,2,2,1,3,3,1,c.wo.d.c,1,0,0,0,0,0,0,0,0,0,RSPCA
1084,1,7,NA,1,Mixed,1,3,1,2,1,shelter,1,1,3,4,4,0,2,2,1,1,1,1,3,3,2,1,wet.home,wet,1,0,0,0,0,0,0,0,0,0,1,2,2,3,3,1,2,2,2,0,0,1,0,0,s,5,2,4,0,0,2,4,2,2,a,2,2,0,0,0,companion.h,1,0,0,0,0,0,0,0,0,0,0,0,4,3,4,11,5,5,2,0,1,0,0,0,0,3,1,2,2,2,1,3,2,s.h,5,0,0,0,0,0,0,0,0,0,social.m
1085,1,3,NA,1,Mixed,1,2,2,2,4,friend,1,1,1,3,2,3,1,2,1,2,2,3,1,1,1,2,can,wet,1,0,0,0,0,0,0,0,0,0,1,3,2,3,3,1,4,4,2,0,0,0,1,0,s,1,-1,-2,0,0,-1,-2,-1,-4,d,-1,0,-1.5,-2,-2,companion.h,1,0,0,0,0,0,0,0,0,0,0,0,3,2,4,9,5,5,1,1,1,1,2,2,2,10,1,2,2,2,4,1,1,c.wo.d.c,1,0,0,0,0,0,0,0,0,0,social.m
1086,1,10,7,1,Mixed,1,1,1,2,1,friend,1,1,1,5,4,5,4,2,1,1,3,2,,,,2,dry,dry,0,0,1,0,0,0,0,0,0,0,4,4,1,2,4,1,2,2,2,0,0,0,0,1,s,5,-2,-4,-2,-2,-2,-4,-1,-4,sd,-1,-2,-1.5,-2,-4,companion.h,1,0,1,1,0,0,0,0,0,0,0,1,4,2,3,9,4,4,2,2,1,1,2,2,2,12,1,2,2,2,4,3,5,c.wo.d.c,1,0,0,0,0,0,0,0,0,0,social.m
1087,2,4,4,1,Mixed,1,2,1,2,1,shelter,2,1,1,4,4,0,2,2,1,2,3,2,1,1,2,2,dry,dry,0,1,1,0,0,0,0,0,0,0,1,2,2,4,1,1,1,1,1,0,0,0,0,0,nh,1,1,2,1,-2,1,0,0,-2,a,1,2,-1.5,1,2,companion.a,0,0,1,0,1,1,0,0,0,0,0,1,3,3,4,10,5,5,0,2,1,0,0,0,0,3,1,2,2,2,1,1,2,c.w.d.c,2,0,0,0,0,0,0,0,0,0,vet.clinic
1088,2,0.75,3,1,Mixed,1,2,1,2,2,shelter,2,1,0,3,3,0,1,2,1,1,2,,3,,,,wet,wet,0,0,1,0,0,0,0,0,0,0,1,2,2,4,4,1,0,6,2,0,0,0,1,0,s,4,0,0,0,0,1,2,0,-2,n,1,2,0,0,0,companion.h,1,0,0,0,0,0,0,0,0,0,0,0,4,4,4,12,5,5,0,0,1,1,0,0,0,2,1,2,2,1,1,3,5,c.wo.d.c,1,0,0,0,0,0,0,0,0,0,social.m
1089,3,11,6,1,Mixed,1,1,1,2,1,shelter,2,1,3,3,2,0,1,2,1,3,3,3,2,1,1,1,dry.can,dry.wet,1,0,0,0,0,0,0,0,0,0,1,2,2,4,2,1,1,1,1,0,0,0,0,0,nh,1,0,0,-1,-2,0,0,-1,-2,d,1,-2,1.5,-1,-2,companion.a,1,1,1,0,0,0,0,0,0,0,0,1,3,2,3,8,4,3,0,0,1,0,2,0,0,3,2,2,2,1,1,3,4,c.w.d.c,1,0,0,0,0,0,0,0,0,0,social.m
1090,1,5,NA,1,Mixed,1,1,2,2,2,shelter,2,1,1,3,3,3,1,2,1,1,4,1,2,1,1,1,dry,dry,0,1,1,0,0,1,0,0,0,0,1,1,1,3,2,1,2,2,2,0,0,0,0,1,s,1,-2,-4,-2,-4,-2,-4,-2,-4,sd,-2,-4,-3,-2,-4,companion.h,1,0,0,0,0,0,0,0,0,0,0,0,4,4,4,12,5,4,2,1,0,0,0,0,0,3,1,2,2,1,4,3,3,c.wo.d.c,3,0,0,0,0,0,0,0,0,0,RSPCA
1091,2,2,4.5,1,Mixed,1,1,1,2,1,shelter,1,1,2,4,3,4,2,4,1,2,4,2,2,1,2,2,dry,dry,1,0,0,0,0,0,0,0,0,0,1,3,2,3,2,2,2,2,2,1,0,0,1,1,ls,2,0,-4,-1,0,1,-2,0,-4,d,1,-2,-1.5,-2,-4,companion.a,1,1,1,0,0,0,0,0,0,0,0,1,3,3,3,9,5,5,1,1,1,2,2,2,2,11,1,1,1,,,3,3,c.w.d.c,5,0,0,0,0,0,0,0,0,0,RSPCA
1092,2,3,5,1,Mixed,1,2,1,2,2,shelter,2,1,2,3,3,3,2,2,1,2,3,3,1,1,1,1,dry.can,dry.wet,0,0,0,0,0,1,0,0,0,0,1,2,2,2,2,,1,1,1,0,0,0,0,0,nh,1,-1,-2,-1,-2,1,2,-1,-2,d,1,2,-1.5,-1,-2,companion.h,1,0,0,0,0,0,0,0,1,0,0,1,3,3,3,9,5,5,1,2,0,0,0,0,0,3,1,2,2,2,5,3,3,,1,0,0,0,0,0,0,0,0,0,social.m
1093,1,3,6,1,Mixed,1,3,1,2,3,friend,1,1,3,4,0,4,2,1,1,1,4,1,1,1,1,2,dry,dry,0,0,1,0,0,0,0,0,0,0,1,2,2,4,1,1,2,2,2,0,0,0,1,0,s,1,-1,-2,0,-2,0,0,0,-2,a,0,2,-3,0,0,companion.h,1,0,1,1,0,0,0,0,0,0,0,1,4,3,4,11,4,4,0,2,1,0,0,0,0,3,1,2,2,1,2,1,2,s.ps,3,0,0,0,0,0,0,0,0,0,social.m
1094,1,4,4.5,1,Mixed,1,2,2,2,0,shelter,2,1,0,3,3,3,2,1,1,2,3,3,2,,2,2,dry.can,dry.wet,0,1,0,0,0,0,0,0,0,0,2,2,2,3,3,2,4,4,2,1,1,0,0,0,ls,1,-1,-2,-2,-4,-1,-2,-1,-4,n,-1,-4,-3,-1,-4,companion.h,1,0,0,0,0,0,0,0,0,0,0,0,3,2,3,8,5,5,1,2,0,0,0,0,0,3,1,2,2,2,8,1,2,c.wo.d.c,3,0,0,0,0,0,0,0,0,0,social.m
1095,1,0.75,4.35,1,Mixed,1,1,1,2,2,shelter,2,1,1,3,3,3,1,3,1,2,2,2,2,3,1,1,home,wet,0,0,0,1,0,0,1,0,0,0,1,2,2,3,3,1,1,5,2,1,0,0,1,0,ls,5,-1,-4,-1,-2,0,0,-1,-4,d,-1,-4,-3,-1,-4,companion.h,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,9,5,5,0,2,1,0,0,0,0,3,1,2,2,2,1,3,5,s.ps,2,1,0,1,0,0,0,0,1,1,social.m
1096,1,7,NA,2,Siamese,1,1,1,2,2,shelter,2,2,6,3,3,0,1,5,2,2,4,1,1,1,1,1,dry,dry,0,0,0,1,0,0,0,0,0,0,1,2,2,4,1,1,1,1,1,0,0,0,0,0,nh,1,1,0,1,2,0,-2,1,0,n,1,0,-1.5,1,0,companion.h,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,9,5,5,0,1,2,0,0,0,0,3,1,2,2,2,1,3,4,c.w.d.c,5,0,0,0,0,0,0,0,0,0,social.m
1097,2,19,3.15,1,Mixed,1,1,1,2,4,street,1,1,4,1,1,2,2,4,1,2,1,1,3,2,1,1,wet,wet,0,0,1,0,0,0,0,0,0,0,1,3,4,3,2,,1,1,1,0,0,0,0,0,nh,1,1,2,-1,-2,2,4,-1,-2,n,-1,-4,-3,-1,-2,companion.h,1,0,0,0,0,0,0,0,0,0,0,0,3,1,3,7,5,5,2,0,0,1,0,0,0,3,2,2,2,2,5,2,3,c.wo.d.c,2,0,0,0,0,0,0,0,0,0,social.m
1098,1,1,5.5,2,Ragdoll,1,3,2,2,2,breeder,2,1,1,3,4,3,4,1,1,1,2,3,1,1,1,2,can,wet,0,0,0,1,0,0,0,0,0,0,1,2,2,4,1,1,1,1,1,0,0,0,0,0,nh,1,0,-2,-1,-2,1,2,-1,-2,n,1,-2,-1.5,-1,-2,companion.h,1,0,0,0,0,0,0,0,0,0,0,0,3,3,4,10,5,5,1,1,0,0,0,0,0,2,1,2,2,1,1,1,6,s.ps,1,0,0,0,0,0,0,0,0,0,social.m
1099,1,6,7,1,Mixed,1,2,2,2,2,petshop,2,2,1,4,,4,2,2,1,1,2,3,3,2,1,2,can.wet,wet,0,0,1,0,0,0,0,0,0,0,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,
1100,1,5,5.4,1,Mixed,1,1,2,2,1,shelter,2,1,1,3,3,3,2,5,2,4,3,2,2,1,1,1,dry,dry,0,1,0,1,0,0,0,0,0,0,1,2,1,4,2,1,1,1,1,0,0,0,0,0,nh,1,-1,-2,-1,-2,1,0,-1,-4,d,0,0,-1.5,-1,-4,no.specic,1,1,0,0,0,0,0,0,0,0,0,1,4,3,4,11,5,5,1,2,0,0,0,0,0,3,1,1,1,,,3,2,c.wo.d.c,5,0,0,0,0,0,0,0,0,0,RSPCA
1101,1,4,5,1,Mixed,1,1,1,2,2,shelter,2,1,3,4,4,4,3,2,1,3,2,3,1,1,1,1,can,wet,0,0,0,0,1,0,0,0,0,0,1,1,2,3,2,1,1,1,1,0,0,0,0,0,nh,1,0,0,-1,-2,1,0,-1,-2,d,0,0,-1.5,-1,-2,companion.h,1,0,0,0,0,0,0,0,0,0,0,0,4,3,3,10,5,5,1,1,1,1,2,2,2,10,1,2,2,,,3,3,p.w.d.c,1,,,,,,,,,,
1102,2,7,5.1,1,Mixed,1,1,2,2,4,shelter,2,1,6,4,3,4,3,5,2,3,4,1,1,1,1,1,dry,dry,1,0,0,0,0,0,0,0,0,0,1,2,2,4,1,1,1,1,1,0,0,0,0,0,nh,1,0,0,-1,0,1,0,1,2,n,0,0,1.5,-1,-2,companion.h,1,0,1,1,1,1,0,0,0,0,0,2,3,2,4,9,4,4,0,2,1,0,0,0,0,3,1,2,2,2,3,3,2,c.w.d.c,3,0,0,0,0,0,0,0,0,0,social.m
1103,3,4,7,1,Mixed,1,2,2,2,2,friend,1,1,1,3,2,3,4,2,1,1,3,3,1,1,2,1,dry.can,dry.wet,0,0,0,0,0,1,0,0,0,0,2,2,2,3,2,2,0,6,2,1,0,0,1,1,ls,1,-1,-2,-1,-2,1,2,-2,-4,n,-1,-2,-3,-1,-4,companion.h,1,0,0,0,0,0,0,0,0,0,0,0,3,2,3,8,5,5,0,0,1,0,0,0,0,1,1,2,2,2,4,3,4,s.ps,3,0,0,0,0,0,0,0,0,0,social.m
1104,2,5,4.4,2,Devon Rex,1,1,2,2,1,breeder,2,2,2,3,2,4,2,3,1,2,3,1,2,3,2,2,dry.home,dry.wet,0,0,0,0,0,0,1,0,0,0,1,2,1,4,2,1,3,3,2,0,0,0,1,0,s,1,-1,-2,-1,-4,1,2,-1,-2,d,-1,-2,-3,-1,-2,companion.h,1,0,1,1,0,0,0,0,0,0,0,1,3,3,2,8,5,5,0,1,0,2,0,0,0,3,1,2,2,2,1,3,4,c.wo.d.c,3,1,0,0,1,0,1,0,0,1,vet.clinic
1105,1,6,6,2,Ragdoll,1,3,2,2,5,shelter,2,1,4,3,3,3,3,2,1,3,2,3,2,1,1,2,can,wet,0,0,1,1,0,1,1,0,0,0,1,2,2,4,2,1,1,1,1,0,0,0,0,0,nh,1,1,2,0,-2,1,-4,-1,-4,sa,0,0,-3,-1,-2,companion.h,1,0,0,0,1,1,0,0,0,0,0,1,3,3,3,9,5,5,0,1,0,0,0,2,0,3,1,2,2,2,1,1,2,c.wo.d.c,3,0,0,0,0,0,0,0,0,0,usyd
1106,1,2,3,1,Mixed,1,1,1,2,0,shelter,2,1,2,3,3,3,3,2,1,1,3,1,3,1,1,2,dry.wet,dry.wet,0,0,1,0,0,1,0,0,0,0,1,3,2,4,1,1,1,1,1,0,0,0,0,0,nh,1,1,0,0,0,-1,-2,-1,-2,n,-1,-2,-1.5,-1,-2,companion.h,1,0,0,0,0,0,0,0,0,0,0,0,3,3,4,10,5,5,1,1,1,2,2,2,2,11,1,2,2,2,1,3,2,c.wo.d.c,3,0,0,0,0,0,0,0,0,0,social.m
1107,1,9,5,1,Mixed,1,1,1,2,0,shelter,1,1,1,3,3,0,3,2,1,2,2,2,2,1,1,1,pan,pan,0,1,0,0,0,0,0,0,0,0,1,1,1,3,2,1,2,2,2,1,0,0,0,0,l,4,-1,0,-1,-2,0,0,-1,0,n,-1,0,-1.5,-1,-2,companion.h,1,0,0,0,0,0,0,0,0,0,0,0,3,3,4,10,5,4,0,0,1,1,0,0,0,2,1,2,2,2,8,3,5,c.wo.d.c,3,0,0,0,0,0,0,0,0,0,social.m
1108,2,6,NA,1,Mixed,1,2,1,2,2,street,2,1,1,3,3,0,2,2,1,2,3,,3,,,,dry.wet,dry.wet,0,1,0,1,0,0,1,0,0,0,1,2,2,3,3,,2,2,2,1,0,0,0,0,l,1,0,0,-2,-4,0,4,0,-4,sd,0,-4,-1.5,-2,-4,companion.h,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,9,4,4,0,0,1,0,0,0,0,1,1,2,2,1,3,3,4,c.w.d.c,3,0,0,0,0,0,0,0,0,0,social.m
1109,1,3,7.2,1,Mixed,,2,1,2,0,shelter,2,1,2,4,4,4,2,2,1,3,2,3,1,1,2,1,can,wet,0,1,0,0,0,0,0,0,0,0,1,3,2,3,2,2,1,1,1,0,0,0,0,0,nh,1,1,0,-1,0,1,2,,-2,n,1,2,-1.5,0,-2,companion.h,1,0,0,0,0,0,0,0,0,0,0,0,4,4,3,11,5,5,2,0,1,0,0,0,0,3,1,2,2,2,4,1,1,s.ps,2,0,0,0,0,0,0,0,0,0,social.m
1110,1,4,6,1,Mixed,1,1,1,2,0,shelter,1,1,2,4,4,4,3,3,1,1,3,1,1,1,1,2,dry,dry,0,0,0,0,0,0,1,0,0,0,1,4,3,4,1,1,1,1,1,0,0,0,0,0,nh,1,1,-2,1,-2,1,2,0,-2,d,1,-2,-1.5,-1,-2,companion.h,1,0,0,0,0,0,0,0,0,0,0,0,3,3,2,8,4,4,1,0,2,0,0,0,0,3,1,2,2,2,3,1,4,s.ps,5,0,0,0,0,0,0,0,0,0,RSPCA
1111,4,1,6,1,Mixed,1,2,2,2,1,shelter,2,1,1,3,3,0,3,2,1,2,2,3,1,2,2,2,can,wet,1,0,0,0,0,0,0,0,0,0,1,2,2,3,2,1,4,4,2,0,0,0,1,1,s,1,1,2,-2,-4,-1,-2,-2,-4,sd,-2,-4,-3,-2,-4,companion.h,1,0,1,1,1,1,0,0,0,0,0,2,3,3,3,9,5,4,1,1,1,1,2,2,2,10,1,2,2,2,4,3,1,w.p,2,0,0,0,0,0,0,0,0,0,RSPCA
1112,1,10,3.5,1,Mixed,1,2,1,2,0,shelter,2,1,1,3,3,3,1,2,1,4,3,2,1,1,1,1,dry,dry,0,0,1,1,0,0,0,0,0,0,1,2,2,4,1,1,1,1,1,0,0,0,0,0,nh,1,-1,-4,0,0,1,2,-1,-4,d,0,0,-1.5,-1,-2,companion.h,1,0,0,0,0,0,0,0,0,1,0,0,4,2,4,10,5,4,2,1,0,0,0,0,0,3,1,2,2,2,3,3,1,w.p,1,1,0,1,0,0,1,1,0,1,social.m
1113,3,6,6,1,Mixed,1,1,1,2,2,shelter,2,1,0,4,4,0,1,2,1,1,3,,2,,,,dry,dry,1,0,0,0,0,0,0,0,0,0,2,2,2,3,2,1,5,5,2,0,0,1,1,0,s,5,-1,-2,-1,-2,1,2,-2,-2,sd,-1,0,-1.5,-1,-2,companion.h,1,0,1,1,0,0,0,0,0,0,0,1,3,3,3,9,5,4,1,0,2,0,0,0,0,3,1,2,2,1,7,3,5,c.wo.d.c,2,0,0,0,0,0,0,0,0,0,social.m
1114,3,3,6.8,1,Mixed,1,3,2,2,2,petshop,1,1,1,4,3,4,3,1,1,4,3,2,2,1,2,2,dry,dry,0,0,0,1,0,0,0,0,0,0,1,2,3,4,1,1,1,1,1,0,0,0,0,0,nh,1,1,2,1,2,2,4,1,2,a,1,2,1.5,1,2,companion.h,1,0,1,1,0,0,0,0,0,0,0,1,3,2,3,8,5,5,0,1,2,0,0,0,0,3,1,2,2,1,5,1,2,s.ps,3,0,0,0,0,0,0,0,0,0,cat.show.web
1115,2,5,3,1,Mixed,1,3,1,2,2,friend,2,1,2,3,4,0,1,2,1,3,2,,3,1,2,1,wet,wet,0,0,0,1,1,0,0,0,0,0,1,2,2,3,3,1,1,1,1,0,0,0,0,0,nh,4,0,-2,-2,-4,2,4,-1,-4,a,1,-2,-1.5,-1,0,companion.h,1,0,0,0,0,0,0,0,0,0,0,0,4,2,4,10,5,5,1,1,1,1,2,2,2,10,1,2,2,1,3,3,5,c.wo.d.c,2,0,0,0,0,0,0,0,0,0,social.m
1116,4,7,4.5,1,Mixed,1,2,1,2,1,shelter,2,1,1,3,3,3,1,2,1,1,1,1,1,4,1,1,home,wet,0,0,0,0,0,1,0,0,0,0,1,4,1,4,1,1,1,1,1,0,0,0,0,0,nh,1,-2,-4,-2,-4,-2,-4,-2,-4,sd,-2,-4,-3,-2,-4,companion.h,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,9,5,5,1,2,1,2,2,2,2,12,1,2,2,1,1,3,2,c.wo.d.c,3,0,0,0,0,0,0,0,0,0,RSPCA
1117,1,2,3,1,Mixed,1,3,2,2,2,street,1,1,2,3,2,3,1,2,1,3,4,1,1,1,1,2,dry,dry,1,0,0,0,0,0,0,0,0,0,1,2,3,3,2,1,1,6,2,0,0,0,1,0,s,1,1,2,0,0,1,2,1,2,a,1,0,-1.5,-1,-2,companion.h,1,0,0,0,1,1,0,0,0,0,0,1,3,3,3,9,4,5,2,1,0,0,0,0,0,3,2,2,2,1,2,2,1,c.wo.d.c,3,0,0,0,0,0,0,0,0,0,RSPCA
1118,1,1,4,1,Mixed,1,1,2,2,2,shelter,1,1,1,3,3,0,1,2,1,1,2,1,3,2,1,1,wet,wet,0,0,1,1,0,0,1,0,0,0,1,2,2,3,3,2,3,3,2,1,1,1,1,0,ls,4,0,0,-1,-2,0,0,0,-2,n,-1,-2,-1.5,-1,-2,companion.h,1,0,0,0,0,0,0,0,0,1,0,0,2,1,2,5,3,3,2,2,1,0,0,0,0,5,1,2,2,2,5,3,3,c.w.d.c,7,0,0,0,0,0,0,0,0,0,social.m
1119,3,12,4,1,Mixed,1,1,2,2,2,friend,2,1,3,3,3,0,1,2,1,2,2,3,2,1,1,1,can,wet,1,0,0,0,0,0,0,0,0,0,2,2,2,3,3,3,3,3,2,1,0,1,0,0,ls,5,-2,-4,-2,-4,1,4,-2,-4,sd,-2,-4,-1.5,-2,-4,companion.h,1,0,0,0,1,1,0,0,0,0,0,1,3,2,4,9,5,5,0,2,1,0,0,0,0,3,1,2,2,1,1,3,2,c.w.d.c,3,0,0,0,0,0,0,0,0,0,social.m
1120,2,0.75,NA,1,Mixed,1,2,1,2,3,friend,2,1,3,4,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,
1121,1,2,5,1,Mixed,1,3,2,2,3,friend,1,1,1,3,3,0,1,1,1,3,3,2,1,1,1,1,dry,dry,1,0,0,1,1,0,1,0,0,0,2,2,4,3,2,2,3,3,2,0,0,0,1,0,s,2,1,2,0,0,0,0,-1,0,a,-1,-2,-1.5,0,0,companion.h,1,0,0,0,0,0,0,0,0,0,0,0,4,3,4,11,5,5,0,2,1,0,0,0,0,3,1,2,2,2,4,2,1,c.wo.d.c,5,0,0,0,0,0,0,0,0,0,RSPCA
1122,1,0.75,4.5,2,Russian Blue,2,1,2,2,1,breeder,1,1,1,3,3,3,3,2,1,2,3,2,1,1,1,2,dry,dry,0,1,1,0,0,1,0,0,0,0,1,1,1,4,1,1,1,1,1,0,0,0,0,0,nh,1,0,0,-1,-2,1,2,-1,-2,n,-1,-2,-1.5,-1,-2,companion.h,1,0,0,0,0,0,0,0,0,1,0,0,3,2,3,8,5,5,1,1,0,0,0,0,0,2,1,2,2,2,3,3,2,c.wo.d.c,3,0,0,0,0,0,0,0,0,0,social.m
1123,2,13,4,2,British Shorthair,1,1,1,2,0,breeder,1,1,5,2,4,0,4,2,1,1,2,1,3,1,2,2,wet,wet,0,1,1,1,0,1,1,0,0,0,1,2,2,4,2,1,2,2,2,0,0,0,1,0,s,1,1,2,0,-2,0,0,1,0,d,1,0,-1.5,0,0,companion.h,1,0,0,0,0,0,0,0,0,0,0,0,4,4,4,12,5,5,2,2,1,2,2,2,2,13,1,2,2,2,4,1,1,c.wo.d.c,2,0,0,0,0,0,0,0,0,0,social.m
1124,1,2,4,1,Mixed,1,2,1,2,2,street,2,1,1,3,2,0,1,2,1,2,2,3,3,1,2,2,can.wet,wet,0,0,0,1,0,0,0,0,0,0,2,2,2,3,4,4,4,4,2,0,0,1,1,1,s,1,0,-2,-2,-4,1,-2,0,-2,n,-1,-2,-3,-2,0,cat.came,1,1,0,0,0,0,0,0,0,0,0,1,2,2,2,6,5,5,2,0,1,0,0,0,0,3,1,2,2,2,1,3,2,c.wo.d.c,2,0,0,0,0,0,0,0,0,0,RSPCA
1125,1,8,NA,1,Mixed,1,3,2,2,2,shelter,2,1,1,3,2,3,,5,2,2,3,2,1,2,1,1,dry,dry,0,0,0,0,1,0,0,0,0,0,1,1,1,3,2,1,2,2,2,1,0,1,0,0,ls,2,-2,-4,-2,-4,-1,-2,-2,-4,sd,-1,-4,-1.5,-2,-4,pest.control,1,1,1,1,1,0,0,0,0,0,0,2,3,3,3,9,5,5,2,0,1,0,0,0,0,3,1,2,2,1,1,3,5,c.wo.d.c,5,1,0,0,0,1,0,0,0,0,social.m
1126,4,12,10,1,Mixed,1,3,2,2,4,friend,1,1,3,4,4,3,1,2,1,2,2,3,3,1,2,1,can.wet,wet,0,0,0,1,0,0,0,0,0,0,1,2,3,3,3,1,3,3,2,1,1,1,0,0,ls,2,1,-2,0,0,1,2,1,0,a,1,2,0,-1,0,companion.h,1,0,1,1,0,0,0,0,0,0,0,1,3,3,3,9,4,4,0,0,1,2,0,0,0,3,1,2,2,1,5,3,1,w.p,2,0,0,0,0,0,0,0,0,0,social.m
